"key";"tweet_id";"tweet_text";"user_id";"date";"is_rtw";"rtw_user_id";"rtw_tweet_id";"is_reply";"reply_tweet_id";"reply_user_id";"lang";"geolocation";"place";"topic"
"668414";"664465449598492672";"RT @XFactor_Italia: Avete fatto una domanda agli Under Uomini con #AskFactor? Vi rispondono qui: https://t.co/8AwuKDRdaR! #XF9";"4025733719";"Wed Nov 11 16:31:23 CET 2015";"1";"135112407";"664464817239912448";"0";"-1";"-1";"it";\N;\N;"xf9"
"668413";"664465391448686592";"RT @XFactor_Italia: .@WindItalia ha chiesto qual  il vostro brano preferito del 3Live. Ascoltate Lay me down in questa versione #XF9ht";"4164052335";"Wed Nov 11 16:31:09 CET 2015";"1";"135112407";"664464754400821248";"0";"-1";"-1";"it";\N;\N;"xf9"
"668412";"664465266512916480";"RT @XFactor_Italia: Avete fatto una domanda agli Under Uomini con #AskFactor? Vi rispondono qui: https://t.co/8AwuKDRdaR! #XF9";"2963889850";"Wed Nov 11 16:30:39 CET 2015";"1";"135112407";"664464817239912448";"0";"-1";"-1";"it";\N;\N;"xf9"
"668411";"664465243997892608";"RT @XFactor_Italia: Domani a farvi saltare in piedi sul divano arrivano @giorgiomoroder e i @5SOS! #XF9 https://t.co/CDQmnDOYXz https://t.c";"2566836837";"Wed Nov 11 16:30:33 CET 2015";"1";"135112407";"664451193297440768";"0";"-1";"-1";"it";\N;\N;"xf9"
"668410";"664465213769543680";"RT @XFactor_Italia: Domani guardate #XF9 con la vostra ragazza (o il vostro ragazzo), ma non siate troppo gelosi!  https://t.co/xYUQbLXAdl";"1620382207";"Wed Nov 11 16:30:26 CET 2015";"1";"135112407";"664444616658296832";"0";"-1";"-1";"it";\N;\N;"xf9"
"668409";"664465205771022336";"RT @XFactor_Italia: .@WindItalia ha chiesto qual  il vostro brano preferito del 3Live. Ascoltate Lay me down in questa versione #XF9ht";"523745653";"Wed Nov 11 16:30:24 CET 2015";"1";"135112407";"664464754400821248";"0";"-1";"-1";"it";\N;\N;"xf9"
"668408";"664465183532851200";"RT @Adnkronos: Musica dance accende quarto live #XF9, ospiti @GiorgioMoroder e @5SOS https://t.co/T0knnPeWSm https://t.co/yC84PSp4st";"3197934087";"Wed Nov 11 16:30:19 CET 2015";"1";"25676606";"664462752136765440";"0";"-1";"-1";"it";\N;\N;"xf9"
"668407";"664465119997501440";"RT @XFactor_Italia: .@WindItalia ha chiesto qual  il vostro brano preferito del 3Live. Ascoltate Lay me down in questa versione #XF9ht";"3387277281";"Wed Nov 11 16:30:04 CET 2015";"1";"135112407";"664464754400821248";"0";"-1";"-1";"it";\N;\N;"xf9"
"668406";"664465070232084480";"RT @XFactor_Italia: .@WindItalia ha chiesto qual  il vostro brano preferito del 3Live. Ascoltate Lay me down in questa versione #XF9ht";"946215565";"Wed Nov 11 16:29:52 CET 2015";"1";"135112407";"664464754400821248";"0";"-1";"-1";"it";\N;\N;"xf9"
"668405";"664465055967272960";"RT @XFactor_Italia: Avete fatto una domanda agli Under Uomini con #AskFactor? Vi rispondono qui: https://t.co/8AwuKDRdaR! #XF9";"527731761";"Wed Nov 11 16:29:49 CET 2015";"1";"135112407";"664464817239912448";"0";"-1";"-1";"it";\N;\N;"xf9"
"668404";"664465052246913024";"@mtvitalia @XFactor_Italia #XF9 #XF9DirettaSuMtv #XF9DirettaSuMtv";"2616625139";"Wed Nov 11 16:29:48 CET 2015";"0";"0";"0";"1";"-1";"19586276";"it";\N;\N;"xf9"
"668403";"664465029824167936";"RT @XFactor_Italia: Avete fatto una domanda agli Under Uomini con #AskFactor? Vi rispondono qui: https://t.co/8AwuKDRdaR! #XF9";"902707484";"Wed Nov 11 16:29:42 CET 2015";"1";"135112407";"664464817239912448";"0";"-1";"-1";"it";\N;\N;"xf9"
"668402";"664465011889315841";"RT @XFactor_Italia: .@WindItalia ha chiesto qual  il vostro brano preferito del 3Live. Ascoltate Lay me down in questa versione #XF9ht";"4025733719";"Wed Nov 11 16:29:38 CET 2015";"1";"135112407";"664464754400821248";"0";"-1";"-1";"it";\N;\N;"xf9"
"668401";"664465003563638784";"RT @XFactor_Italia: Avete fatto una domanda agli Under Uomini con #AskFactor? Vi rispondono qui: https://t.co/8AwuKDRdaR! #XF9";"2717750410";"Wed Nov 11 16:29:36 CET 2015";"1";"135112407";"664464817239912448";"0";"-1";"-1";"it";\N;\N;"xf9"
"668400";"664464964363665408";"RT @XFactor_Italia: .@WindItalia ha chiesto qual  il vostro brano preferito del 3Live. Ascoltate Lay me down in questa versione #XF9ht";"2504603008";"Wed Nov 11 16:29:27 CET 2015";"1";"135112407";"664464754400821248";"0";"-1";"-1";"it";\N;\N;"xf9"
